subset10.txt;1000;10000;24963;24664;0
subset10.txt;6000;10000;25151;24671;0
subset10.txt;11000;10000;25036;24573;0
subset10.txt;16000;10000;25283;24683;0
subset10.txt;21000;10000;25007;25176;0
subset10.txt;26000;10000;25298;25831;0
subset10.txt;31000;10000;25402;26163;0
subset10.txt;36000;10000;25221;25163;0
subset10.txt;41000;10000;25127;26493;0
subset10.txt;46000;10000;25164;26046;0
subset10.txt;51000;10000;25437;24990;0
subset10.txt;56000;10000;25047;26855;0
subset10.txt;61000;10000;25002;28532;0
subset10.txt;66000;10000;25203;24658;0
subset10.txt;71000;10000;25124;26610;0
subset10.txt;76000;10000;25250;30332;0
subset10.txt;81000;10000;25032;24545;0
subset10.txt;86000;10000;25179;25372;0
subset10.txt;91000;10000;25370;29173;0
subset10.txt;96000;10000;25113;29790;0
subset10.txt;101000;10000;25378;27935;0
subset10.txt;106000;10000;24995;25496;0
subset10.txt;111000;10000;25093;24616;0
subset10.txt;116000;10000;25182;32100;0
subset10.txt;121000;10000;25115;28829;0
subset10.txt;126000;10000;25282;28281;0
subset10.txt;131000;10000;25278;29955;0
subset10.txt;136000;10000;25210;27050;0
subset10.txt;141000;10000;25037;28971;0
subset10.txt;146000;10000;25303;24800;0
subset10.txt;151000;10000;25023;24499;0
subset10.txt;156000;10000;25283;27464;0
subset10.txt;161000;10000;25038;29718;0
subset10.txt;166000;10000;25177;26251;0
subset10.txt;171000;10000;25382;29340;0
subset10.txt;176000;10000;25017;24420;0
subset10.txt;181000;10000;25364;30226;0
subset10.txt;186000;10000;25186;34048;0
subset10.txt;191000;10000;25331;30396;0
subset10.txt;196000;10000;25238;39868;0
subset10.txt;201000;10000;25322;42770;0
subset10.txt;206000;10000;25319;36930;0
subset10.txt;211000;10000;25303;30604;0
subset10.txt;216000;10000;25995;38686;0
subset10.txt;221000;10000;25299;36666;0
subset10.txt;226000;10000;25389;43384;0
subset10.txt;231000;10000;25076;29948;0
subset10.txt;236000;10000;24994;29682;0
subset10.txt;241000;10000;25467;28039;0
subset10.txt;246000;10000;25393;24678;0
subset10.txt;251000;10000;25331;33919;0
subset10.txt;256000;10000;25678;25731;0
subset10.txt;261000;10000;25333;24727;0
subset10.txt;266000;10000;25463;35598;0
subset10.txt;271000;10000;25671;61354;0
subset10.txt;276000;10000;25368;30427;0
subset10.txt;281000;10000;25456;37341;0
subset10.txt;286000;10000;25323;34910;0
subset10.txt;291000;10000;25107;27098;0
subset10.txt;296000;10000;25653;37208;0
subset10.txt;301000;10000;25353;58453;0
