uni.txt;10;430;1074;1049;0
uni.txt;13;559;1545;1499;0
uni.txt;16;688;2264;2172;0
uni.txt;20;860;3043;2998;0
uni.txt;26;1118;4590;4459;0
uni.txt;33;1419;6402;6245;0
uni.txt;42;1806;8992;8779;0
uni.txt;54;2322;12817;12364;0
uni.txt;70;3010;18118;17631;0
uni.txt;91;3913;25227;24335;0
uni.txt;118;5074;34829;33683;0
uni.txt;153;6579;48660;47032;0
uni.txt;198;8514;67714;65544;0
uni.txt;257;11051;93677;90813;0
uni.txt;334;14362;129533;125787;0
uni.txt;434;18662;177672;172524;0
uni.txt;564;24252;243993;236066;0
uni.txt;733;31519;333823;322759;0
uni.txt;952;40936;453915;440500;0
uni.txt;1237;53191;618953;598866;0
uni.txt;1608;69144;840801;812301;0
uni.txt;2090;89870;1143303;1106511;0
uni.txt;2717;116831;1547436;1498007;0
